security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:stz,aios:issuer:sec:0000016918,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000016918.json
aios:bounded:sp500:swk,aios:issuer:sec:0000093556,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000093556.json
aios:bounded:sp500:swks,aios:issuer:sec:0000004127,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000004127.json
aios:bounded:sp500:syf,aios:issuer:sec:0001601712,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001601712.json
aios:bounded:sp500:syk,aios:issuer:sec:0000310764,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000310764.json
aios:bounded:sp500:syy,aios:issuer:sec:0000096021,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000096021.json
aios:bounded:sp500:t,aios:issuer:sec:0000732717,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000732717.json
aios:bounded:sp500:tap,aios:issuer:sec:0000024545,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000024545.json
aios:bounded:sp500:tdg,aios:issuer:sec:0001260221,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001260221.json
aios:bounded:sp500:tdy,aios:issuer:sec:0001094285,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001094285.json
aios:bounded:sp500:tech,aios:issuer:sec:0000842023,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000842023.json
aios:bounded:sp500:tel,aios:issuer:sec:0001385157,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001385157.json
aios:bounded:sp500:ter,aios:issuer:sec:0000097210,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000097210.json
aios:bounded:sp500:tfc,aios:issuer:sec:0000092230,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000092230.json
aios:bounded:sp500:tfx,aios:issuer:sec:0000096943,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000096943.json
aios:bounded:sp500:tgt,aios:issuer:sec:0000027419,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000027419.json
aios:bounded:sp500:tjx,aios:issuer:sec:0000109198,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000109198.json
aios:bounded:sp500:tmo,aios:issuer:sec:0000097745,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000097745.json
aios:bounded:sp500:tmus,aios:issuer:sec:0001283699,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001283699.json
aios:bounded:sp500:tpr,aios:issuer:sec:0001116132,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001116132.json
aios:bounded:sp500:trgp,aios:issuer:sec:0001389170,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001389170.json
aios:bounded:sp500:trmb,aios:issuer:sec:0000864749,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000864749.json
aios:bounded:sp500:trow,aios:issuer:sec:0001113169,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001113169.json
aios:bounded:sp500:trv,aios:issuer:sec:0000086312,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000086312.json
aios:bounded:sp500:tsco,aios:issuer:sec:0000916365,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000916365.json
