ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
TECH,aios:bounded:sp500:tech,aios:issuer:sec:0000842023,0000842023,BIO-TECHNE Corp,TECH,2023-08-01,2025-01-01,yfinance,TECH,358,2023-08-01,2024-12-31,686dcb9eaae4ce6658a50952e9d2e0d6924707a1c052373e5a7eaf40152ee3f2,,d3008c8bce33795baac331cfa342b300472da135bcad1578340274cca9ad93ca,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000842023.json,https://query1.finance.yahoo.com/v8/finance/chart/TECH
TEL,aios:bounded:sp500:tel,aios:issuer:sec:0001385157,0001385157,TE Connectivity plc,TEL,2023-08-01,2025-01-01,yfinance,TEL,358,2023-08-01,2024-12-31,4b7bd442434b9d2c761679ee62c37e5a8d027725a205324bfca10ba88df3dea4,,8f952a030f578cb4c8ee1aa00f33715ca48e8f8600d39e45dabfb20380536c73,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001385157.json,https://query1.finance.yahoo.com/v8/finance/chart/TEL
TER,aios:bounded:sp500:ter,aios:issuer:sec:0000097210,0000097210,"TERADYNE, INC",TER,2023-08-01,2025-01-01,yfinance,TER,358,2023-08-01,2024-12-31,20125be59fc0920bcc0c8fe66cab5d7316b4becee7558ce3a8c01ac8edde1060,,8aa156d2a8cba9062668ad5101d9d70cc36a9ad03bcd034a4f735b0c2d690e67,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000097210.json,https://query1.finance.yahoo.com/v8/finance/chart/TER
TFC,aios:bounded:sp500:tfc,aios:issuer:sec:0000092230,0000092230,TRUIST FINANCIAL CORP,TFC,2023-08-01,2025-01-01,yfinance,TFC,358,2023-08-01,2024-12-31,56d6692cd8ea1d23b965a0f4ac09e105e92a57d55a0b8f5fe7da9c9c69f2b002,,ec78e0c1f6c6ad44e9e21a9b8e55423103e57e3bf0550e76745482b5f16f7281,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000092230.json,https://query1.finance.yahoo.com/v8/finance/chart/TFC
TFX,aios:bounded:sp500:tfx,aios:issuer:sec:0000096943,0000096943,TELEFLEX INC,TFX,2023-08-01,2025-01-01,yfinance,TFX,358,2023-08-01,2024-12-31,ba4c623ff382e9bb78aef2030db656ceaffba2686e8afd0f2db27656d614ede2,,ebbb96216c879dc5191e4d8016f3e33201931905275eaf04f23599faf277ad85,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000096943.json,https://query1.finance.yahoo.com/v8/finance/chart/TFX
TGT,aios:bounded:sp500:tgt,aios:issuer:sec:0000027419,0000027419,TARGET CORP,TGT,2023-08-01,2025-01-01,yfinance,TGT,358,2023-08-01,2024-12-31,f3fd957f96af3ed55aea5da298efa4b4c07804f4ce275ab6323ede3a069d10a4,,196c34a449180d1dd6398ad40ce19a7d6520cfba5d6219c2c014bfbf860c7a2a,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000027419.json,https://query1.finance.yahoo.com/v8/finance/chart/TGT
TJX,aios:bounded:sp500:tjx,aios:issuer:sec:0000109198,0000109198,TJX COMPANIES INC /DE/,TJX,2023-08-01,2025-01-01,yfinance,TJX,358,2023-08-01,2024-12-31,f4088e843dc2ce6147cf5d63bc25debde4c221303496fa5d41f72dd196b6a02a,,94bc68ef549556c90d7a4c95d2cb004f1dc64ef1ea85bab4568a3ec3bce37228,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000109198.json,https://query1.finance.yahoo.com/v8/finance/chart/TJX
TMO,aios:bounded:sp500:tmo,aios:issuer:sec:0000097745,0000097745,THERMO FISHER SCIENTIFIC INC.,TMO,2023-08-01,2025-01-01,yfinance,TMO,358,2023-08-01,2024-12-31,f256197554c3e23e7a98ca1f232c0ffa70271c71cf899b96096f3d38a5983a59,,2d3065afe326f4e5453163d221b9b1df3b6f3171731f03ddb55763b74f23a55e,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000097745.json,https://query1.finance.yahoo.com/v8/finance/chart/TMO
TMUS,aios:bounded:sp500:tmus,aios:issuer:sec:0001283699,0001283699,"T-Mobile US, Inc.",TMUS,2023-08-01,2025-01-01,yfinance,TMUS,358,2023-08-01,2024-12-31,e4e2bbb4edc9b2086429a4f251ed9ff9ee09843f25211140250146393483e78c,,0fa8fea4c8730ea1e18a21bc07431c23d92e9ae4f183cbefa39e95719e93a2ad,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001283699.json,https://query1.finance.yahoo.com/v8/finance/chart/TMUS
TPR,aios:bounded:sp500:tpr,aios:issuer:sec:0001116132,0001116132,"TAPESTRY, INC.",TPR,2023-08-01,2025-01-01,yfinance,TPR,358,2023-08-01,2024-12-31,4f5394a0385408720003b7ab153eb4a348daffa9d98c330c192fd266439396f3,,59097ccce8dfe0cd51520d8e18ff18f87b3990bedc2429d298b4e399daa0144d,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001116132.json,https://query1.finance.yahoo.com/v8/finance/chart/TPR
TRGP,aios:bounded:sp500:trgp,aios:issuer:sec:0001389170,0001389170,Targa Resources Corp.,TRGP,2023-08-01,2025-01-01,yfinance,TRGP,358,2023-08-01,2024-12-31,2c48b6ba41ce05825cf9e68b16f3e32011c8b0eabf5c25a338a4dca27f9fb442,,0ef37b4003252dfa788dacc491a9496a9abc16e643f712bde255cea6bcd5e63c,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001389170.json,https://query1.finance.yahoo.com/v8/finance/chart/TRGP
TRMB,aios:bounded:sp500:trmb,aios:issuer:sec:0000864749,0000864749,TRIMBLE INC.,TRMB,2023-08-01,2025-01-01,yfinance,TRMB,358,2023-08-01,2024-12-31,b7a54971942cbc4461ba811844e4eae74be83485c0c8a4cafb93015e34e4e70a,,25ca9503b9fcdf13d269ae978c240cd1b3174ceb87cdb056170e235c62cd5fdf,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000864749.json,https://query1.finance.yahoo.com/v8/finance/chart/TRMB
TROW,aios:bounded:sp500:trow,aios:issuer:sec:0001113169,0001113169,PRICE T ROWE GROUP INC,TROW,2023-08-01,2025-01-01,yfinance,TROW,358,2023-08-01,2024-12-31,a3e18edecbbf1121972fad190f91a9f636a1277f0d2e3e3eec12dc7a6216c63c,,f6eb73099bf28a609162eef9a4082874a549dd3554239ab55da2aec63318447f,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001113169.json,https://query1.finance.yahoo.com/v8/finance/chart/TROW
TRV,aios:bounded:sp500:trv,aios:issuer:sec:0000086312,0000086312,"TRAVELERS COMPANIES, INC.",TRV,2023-08-01,2025-01-01,yfinance,TRV,358,2023-08-01,2024-12-31,58c209aca1a0e42770820e01f943c67452634e12f1e6288fd73c1d8e529f7f10,,11742ece70ae17c8da0b216424c4ba13e65d1e02e2febd29515e4262d7e859d2,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000086312.json,https://query1.finance.yahoo.com/v8/finance/chart/TRV
TSCO,aios:bounded:sp500:tsco,aios:issuer:sec:0000916365,0000916365,TRACTOR SUPPLY CO /DE/,TSCO,2023-08-01,2025-01-01,yfinance,TSCO,358,2023-08-01,2024-12-31,604cf9828d9a73ca4435f7762e9855f115a2967067e230b5a49fe7b1d5cddf48,,32950c5e90cce6d25c73f5ebf861663f4201a5aa3dfdb2176fdde4ae8abf696c,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000916365.json,https://query1.finance.yahoo.com/v8/finance/chart/TSCO
